name_last,name_first,position,country,height_in,weight_lb,from_year,to_year
Roberts,Fred,F,USA,82,218,1983,1996
Roberts,Joe,F,USA,78,214,1960,1962
Roberts,Lawrence,F,USA,81,240,2005,2006
Roberts,Marv,F,USA,80,200,1976,1976
Roberts,Stanley,C,USA,84,290,1991,1999
Robertson,Alvin,G,USA,76,208,1984,1995
Robertson,Oscar,G,USA,77,205,1960,1973
Robertson,Ryan,G,USA,77,190,1999,1999
Robertson,Tony,G,USA,76,195,1977,1978
Robey,Rick,C,USA,83,230,1978,1985
Robinson,Bernard,G-F,USA,78,210,2004,2006
Robinson,Chris,G,USA,77,200,1996,1997
Robinson,Cliff T.,F,USA,81,220,1979,1991
Robinson,Clifford,F-C,USA,82,245,1989,2006
Robinson,David,C,USA,85,250,1989,2002
Robinson,Devin,F,USA,80,200,2017,2018
Robinson,Duncan,F,USA,79,215,2018,2022
Robinson,Eddie,F,USA,81,210,1999,2003
Robinson,Flynn,G,USA,73,185,1966,1972
Robinson,Glenn,F,USA,79,240,1994,2004
Robinson,Jackie,F,USA,78,210,1978,1981
Robinson,James,G,USA,74,180,1993,2000
Robinson,Jerome,G,USA,76,190,2018,2020
Robinson,Justin,G,USA,73,195,2019,2021
Robinson,Larry,G,USA,75,180,1990,2001
Robinson,Mitchell,C-F,USA,84,240,2018,2022
Robinson,Nate,G,USA,69,180,2005,2015
Robinson,Oliver,G,USA,76,180,1982,1982
Robinson,Orlando,C,USA,82,235,2022,2022
Robinson,Rumeal,G,USA,74,195,1990,1996
Robinson,Thomas,F,USA,82,237,2012,2016
Robinson,Truck,F,USA,79,225,1974,1984
Robinson,Wayne,F,USA,80,217,1980,1980
Robinson III,Glenn,F,USA,78,222,2014,2020
Robinson-Earl,Jeremiah,F,USA,80,240,2021,2022
Robinzine,Bill,F,USA,79,230,1975,1981
Robisch,Dave,C,USA,82,235,1976,1983
Roby,Isaiah,F,USA,80,230,2019,2022
Rocha,Red,C,USA,81,185,1947,1956
Roche,John,G,USA,75,170,1975,1981
Rock,Gene,G,USA,69,155,1947,1947
Rocker,Jack,C,USA,77,185,1947,1947
Roddy,David,F,USA,76,255,2022,2022
Rodgers,Guy,G,USA,72,185,1958,1969
Rodman,Dennis,F,USA,79,210,1986,1999
Rodriguez,Sergio,G,Spain,75,176,2006,2016
Roe,Lou,F,USA,79,220,1995,1996
Rogers,Carlos,F-C,USA,83,232,1994,2001
Rogers,Johnny,F,USA,82,225,1986,1987
Rogers,Marshall,G,USA,73,190,1976,1976
Rogers,Rodney,F,USA,79,270,1993,2004
Rogers,Roy,F,USA,82,235,1996,1999
Roges,Al,F,USA,76,195,1953,1954
Rohloff,Ken,G,USA,72,195,1963,1963
Rolle,Magnum,F,Bahamas,83,235,2010,2010
Rollins,Kenny,G,USA,72,168,1948,1952
Rollins,Phil,G,USA,74,185,1958,1960
Rollins,Ryan,G,USA,75,180,2022,2022
Rollins,Tree,C,USA,85,235,1977,1994
Romar,Lorenzo,G,USA,73,175,1980,1984
Rondo,Rajon,G,USA,73,180,2006,2021
Rooks,Sean,C,USA,82,260,1992,2003
Rose,Derrick,G,USA,75,200,2008,2022
Rose,Jalen,G-F,USA,80,215,1994,2006
Rose,Malik,F,USA,79,255,1996,2008
Rose,Robert,F,USA,77,180,1988,1988
Rosenberg,Alexander,G,USA,70,165,1946,1946
Rosenbluth,Lennie,F,USA,76,190,1957,1958
Rosenthal,Dick,F,USA,77,205,1954,1956
Ross,Quinton,G-F,USA,78,193,2004,2010
Ross,Terrence,G-F,USA,79,206,2012,2022
Roth,Doug,F,USA,83,255,1989,1989
Roth,Scott,F,USA,80,212,1987,1989
Rothenberg,Irv,C,USA,79,215,1946,1948
Rottner,Mickey,G,USA,70,180,1946,1947
Roundfield,Dan,F,USA,80,205,1976,1986
Roux,Giff,F,USA,77,195,1946,1948
Rowan,Ron,F,USA,77,200,1986,1986
Rowe,Curtis,F,USA,79,225,1971,1978
Rowinski,Jim,C,USA,80,250,1988,1989
Rowland,Derrick,F,USA,77,195,1985,1985
Rowsom,Brian,F,USA,81,220,1987,1989
Roy,Brandon,G,USA,78,211,2006,2012
Royal,Donald,F,USA,80,218,1989,1997
Royer,Bob,G,USA,70,155,1949,1949
Rozier,Clifford,C-F,USA,83,230,1994,1997
Rozier,Terry,G,USA,73,190,2015,2022
Rubio,Ricky,G,Spain,74,190,2011,2022
Rucker,Guy,F-C,USA,81,270,2002,2002
Rudd,Delaney,G,USA,74,180,1989,1992
Rudd,John,F,USA,79,230,1978,1978
Rudez,Damjan,F,Croatia,82,228,2014,2016
Rudometkin,John,F,USA,78,205,1962,1964
Ruffin,Michael,F-C,USA,80,248,1999,2008
Ruffin,Trevor,G,USA,73,199,1994,1995
Ruffner,Paul,C,USA,82,225,1970,1974
Ruklick,Joe,F,USA,81,220,1959,1961
Ruland,Jeff,C,USA,82,240,1981,1992
Rule,Bob,C,USA,81,220,1967,1974
Rullo,Jerry,G,USA,70,165,1946,1949
Rusconi,Stefano,F,Italy,81,240,1995,1995
Rush,Brandon,G-F,USA,78,225,2008,2016
Rush,Kareem,G,USA,78,215,2002,2009
Russell,Bill,C,USA,82,215,1956,1968
Russell,Bryon,G-F,USA,79,225,1993,2005
Russell,Campy,F,USA,80,215,1974,1984
Russell,Cazzie,F,USA,77,218,1966,1977
Russell,D'Angelo,G,USA,76,193,2015,2022
Russell,Frank,G,USA,75,180,1972,1972
Russell,Walker,G,USA,77,195,1982,1987
Russell,Walker,G,USA,72,170,2011,2011
Ryan,Matt,F,USA,78,215,2021,2022
Sabonis,Arvydas,C,Lithuania,87,292,1995,2002
Sabonis,Domantas,F-C,Lithuania,85,240,2016,2022
Sacre,Robert,C,Canada,84,270,2012,2015
Sadowski,Ed,C,USA,77,240,1946,1949
Sailors,Kenny,G,USA,70,175,1946,1950
Salley,John,C-F,USA,83,255,1986,1999
Salmons,John,F-G,USA,78,207,2002,2014
Salvadori,Kevin,C,USA,84,231,1996,1997
Samake,Soumaila,C,Mali,82,240,2000,2002
Samanic,Luka,F,Croatia,82,227,2019,2022
Samb,Cheikh,C,Senegal,85,245,2007,2008
Sampson,Brandon,G,USA,77,184,2018,2018
Sampson,JaKarr,F,USA,79,214,2014,2020
Sampson,Jamal,F-C,USA,83,235,2002,2006
Sampson,Ralph,C,USA,88,228,1983,1991
Samuels,Samardo,C,Jamaica,81,260,2010,2012
Sanchez,Pepe,G,Argentina,76,195,2000,2002
Sanders,Frankie,F,USA,78,200,1978,1980
Sanders,Jeff,F,USA,80,225,1989,1992
Sanders,Larry,C,USA,83,235,2010,2016
Sanders,Melvin,G-F,USA,77,210,2005,2005
Sanders,Mike,F,USA,78,210,1982,1992
Sanders,Thomas,F,USA,78,210,1960,1972
Santiago,Daniel,C,Puerto Rico,85,256,2000,2004
Santini,Bob,F,USA,77,190,1955,1955
Sappleton,Wayne,F,USA,81,215,1984,1984
Saric,Dario,F-C,Croatia,82,225,2016,2022
Sarr,Olivier,C,France,83,240,2021,2022
Sasser,Jason,F,USA,79,225,1996,2002
Sasser,Jeryl,G,USA,78,200,2001,2002
Satoransky,Tomas,G,Czech Republic,79,210,2016,2021
Satterfield,Kenny,G,USA,74,170,2001,2002
Saul,Frank,G,USA,74,185,1949,1954
Sauldsberry,Woody,F,USA,79,220,1957,1965
Saunders,Fred,F,USA,79,210,1974,1977
Savage,Don,F,USA,75,205,1951,1956
Savovic,Predrag,G,Serbia,78,225,2002,2002
Sawyer,Alan,F,USA,77,195,1950,1950
Scalabrine,Brian,F,USA,81,235,2001,2011
Scales,Alex,G,USA,76,195,2005,2005
Scales,Dewayne,F,USA,80,208,1980,1983
Schade,Frank,G,USA,73,170,1972,1972
Schadler,Ben,F,USA,72,185,1947,1947
Schaefer,Herm,G,USA,72,175,1948,1949
Schafer,Bob,G,USA,75,195,1955,1955
Schakel,Jordan,G,USA,78,200,2021,2022
Scharnus,Ben,F,USA,74,173,1946,1948
Schatzman,Marv,F,USA,77,200,1949,1949
Schaus,Fred,F,USA,77,205,1949,1953
Schayes,Dan,C,USA,83,260,1981,1998
Schayes,Dolph,F,USA,80,195,1949,1963
Schectman,Ossie,G,USA,72,175,1946,1946
Scheffler,Steve,C,USA,81,250,1990,1996
Scheffler,Tom,C,USA,83,240,1984,1984
Schellhase,Dave,G,USA,75,205,1966,1967
Schenscher,Luke,C,USA,85,265,2005,2006
Scherer,Herb,C,USA,81,212,1950,1951
Schintzius,Dwayne,C,USA,86,285,1990,1998
Schlueter,Dale,C,USA,82,225,1968,1977
Schnittker,Dick,F,USA,77,200,1950,1957
Schoene,Russ,F,USA,82,210,1982,1988
Schofield,Admiral,F,United Kingdom,77,241,2019,2022
Scholz,Dave,F,USA,80,220,1969,1969
Schoon,Milt,C,USA,79,230,1946,1949
Schrempf,Detlef,F,USA,82,235,1985,2000
Schroder,Dennis,G,Germany,73,172,2013,2022
Schultz,Howie,F,USA,78,200,1949,1952
Schulz,Dick,F,USA,74,192,1946,1949
Schweitz,John,G,USA,78,210,1984,1986
Scola,Luis,F,Argentina,81,240,2007,2016
Scolari,Freddie,G,USA,71,180,1946,1954
Scott,Alvin,F,USA,79,185,1977,1984
Scott,Brent,F-C,USA,82,250,1996,1996
Scott,Byron,G,USA,76,205,1983,1996
Scott,Charlie,G,USA,77,175,1971,1979
Scott,Dennis,F,USA,80,229,1990,1999
Scott,James,F,USA,78,180,1996,1996
Scott,Mike,F,USA,79,237,2012,2020
Scott,Ray,F,USA,81,215,1961,1969
Scott,Shawnelle,C,USA,83,250,1996,2001
Scott,Trevon,F,USA,80,225,2021,2021
Scrubb,Jay,G,USA,77,220,2020,2022
Scurry,Carey,F,USA,79,188,1985,1987
Seabron,Dereon,G,USA,77,180,2022,2022
Seals,Bruce,F,USA,80,210,1975,1977
Seals,Shea,G,USA,77,210,1997,1997
Sealy,Malik,G-F,USA,80,200,1992,1999
Searcy,Ed,F,USA,78,210,1975,1975
Sears,Ken,F,USA,81,198,1955,1963
See,Wayne,G,USA,75,190,1949,1949
Sefolosha,Thabo,F-G,Switzerland,78,215,2006,2019
Seikaly,Rony,C,USA,83,253,1988,1998
Selbo,Glen,F,USA,75,196,1949,1949
Selby,Josh,G,USA,74,183,2011,2012
Selden,Wayne,G-F,USA,77,230,2016,2021
Sellers,Brad,F,USA,84,210,1986,1992
Sellers,Phil,F,USA,76,195,1976,1976
Seltz,Rollie,G,USA,70,165,1949,1949
Selvy,Frank,G,USA,74,180,1954,1963
Seminoff,Jim,G,USA,74,190,1946,1949
Sene,Mouhamed,C,Senegal,83,230,2006,2008
Senesky,George,G,USA,74,179,1946,1953
Sengun,Alperen,C,Turkey,83,243,2021,2022
Seraphin,Kevin,F-C,France,82,278,2010,2016
Sesay,Ansu,F,USA,81,225,2001,2004
Sessions,Ramon,G,USA,75,190,2007,2017
Sewell,Tom,G,USA,77,185,1984,1984
Sexton,Collin,G,USA,74,190,2018,2022
Seymour,Paul,G,USA,73,180,1947,1959
Shaback,Nick,G,USA,71,180,1946,1946
Shackleford,Charles,C,USA,83,245,1988,1998
Shaeffer,Carl,G,USA,75,185,1949,1950
Shaffer,Lee,F,USA,79,220,1961,1963
Shakur,Mustafa,G,USA,76,195,2009,2013
Shamet,Landry,G,USA,76,190,2018,2022
Shammgod,God,G,USA,72,169,1997,1997
Shannon,Earl,G,USA,71,170,1946,1948
Shannon,Howie,G,USA,74,175,1948,1949
Share,Charlie,C,USA,83,235,1951,1959
Sharman,Bill,G,USA,73,175,1950,1960
Sharpe,Day'Ron,C,USA,81,265,2021,2022
Sharpe,Shaedon,G,Canada,77,200,2022,2022
Sharpe,Walter,F,USA,81,245,2008,2008
Shasky,John,C,USA,83,235,1988,1990
Shavlik,Ron,F,USA,80,200,1956,1957
Shaw,Brian,G,USA,78,200,1988,2002
Shaw,Casey,C,USA,83,255,1998,2002
Shayok,Marial,G-F,Canada,77,198,2019,2019
Shea,Bob,F,USA,74,194,1946,1946
Sheffield,Fred,F,USA,74,165,1946,1946
Shelton,Craig,F,USA,79,210,1980,1981
Shelton,Lonnie,F,USA,80,240,1976,1985
Shengelia,Tornike,F,Georgia,81,240,2012,2013
Sheppard,Jeff,G,USA,75,190,1998,1998
Sheppard,Steve,F,USA,78,215,1977,1978
Sherod,Edmund,G,USA,74,170,1982,1982
Shipp,Charlie,G,USA,73,200,1949,1949
Shirley,Paul,F,USA,82,230,2002,2004
Short,Gene,F,USA,78,200,1975,1975
Short,Purvis,F,USA,79,210,1978,1989
Shouse,Dexter,F,USA,74,200,1989,1989
Shrider,Dick,G,USA,74,190,1948,1948
Shue,Gene,G,USA,74,170,1954,1963
Shumate,John,F,USA,81,235,1975,1980
Shumpert,Iman,G,USA,77,215,2011,2020
Shved,Alexey,G,Russia,78,187,2012,2014
Siakam,Pascal,F,Cameroon,80,230,2016,2022
Sibert,Jordan,G,USA,76,187,2018,2018
Sibert,Sam,F,USA,79,215,1972,1972
Sibley,Mark,G,USA,74,175,1973,1973
Sichting,Jerry,G,USA,73,168,1980,1989
Siegfried,Larry,G,USA,75,190,1963,1971
Sikma,Jack,C,USA,83,230,1977,1990
Silas,James,G,USA,73,180,1976,1981
Silas,Paul,F,USA,79,220,1964,1979
Silas,Xavier,G,USA,77,205,2011,2017
Siler,Garret,C,USA,83,305,2010,2010
Silliman,Mike,F,USA,78,225,1970,1970
Silva,Chris,F,Gabon,80,234,2019,2022
Simien,Wayne,F,USA,81,250,2005,2006
Simmons,Ben,G-F,Australia,82,240,2016,2022
Simmons,Bobby,F,USA,78,235,2001,2011
Simmons,Cedric,F,USA,81,235,2006,2008
Simmons,Connie,C,USA,80,222,1946,1955
Simmons,Johnny,G,USA,73,184,1946,1946
Simmons,Jonathon,F,USA,78,195,2015,2018
Simmons,Kobi,G,USA,77,180,2017,2022
Simmons,Lionel,F,USA,79,210,1990,1996
Simon,Miles,G,USA,75,202,1998,2002
Simonovic,Marko,C,Montenegro,84,220,2021,2022
Simons,Anfernee,G,USA,75,181,2018,2022
Simpkins,Dickey,C-F,USA,81,255,1994,2001
Simpson,Diamon,F,USA,79,230,2011,2011
Simpson,Ralph,G,USA,77,200,1976,1979
Simpson,Zavier,G,USA,72,190,2021,2021
Sims,Alvin,G,USA,76,235,1998,1998
Sims,Bob,F,USA,77,220,1961,1961
Sims,Courtney,C,USA,83,245,2007,2008
Sims,Doug,F,USA,79,195,1968,1968
Sims,Henry,C-F,USA,82,248,2012,2015
Sims,Jericho,C,USA,82,250,2021,2022
Sims,Scott,G,USA,73,170,1977,1977
Singler,Kyle,F,USA,80,228,2012,2017
Singletary,Sean,G,USA,72,185,2008,2008
Singleton,Chris,F,USA,81,228,2011,2013
Singleton,James,F,USA,80,230,2005,2011
Singleton,Mckinley,F,USA,77,175,1986,1986
Sinicola,Zeke,G,USA,70,165,1951,1953
Sirvydis,Deividas,F-G,Lithuania,80,190,2020,2021
Sitton,Charlie,F,USA,80,210,1984,1984
Siva,Peyton,G,USA,72,185,2013,2013
Skiles,Scott,G,USA,73,180,1986,1995
Skinner,Al,G,USA,75,190,1976,1979
Skinner,Brian,F-C,USA,81,255,1998,2011
Skinner,Talvin,F,USA,77,195,1974,1975
Skoog,Whitey,G,USA,71,180,1951,1956
Slade,Jeff,F,USA,78,220,1962,1962
Slater,Reggie,F,USA,79,255,1994,2002
Slaughter,Jim,C,USA,83,210,1951,1951
Slaughter,Jose,G,USA,77,205,1982,1982
Slay,Tamar,G,USA,80,215,2002,2004
Sloan,Donald,G,USA,75,205,2011,2015
Sloan,Jerry,G,USA,77,195,1965,1975
Slokar,Uros,F,Slovenia,82,238,2006,2006
Sluby,Tom,G,USA,76,200,1984,1984
Smailagic,Alen,F,Serbia,82,215,2019,2020
Smart,Javonte,G,USA,76,205,2021,2021
Smart,Keith,G,USA,73,175,1988,1988
Smart,Marcus,G,USA,76,220,2014,2022
Smawley,Belus,G,USA,73,195,1946,1951
Smiley,Jack,G,USA,75,190,1948,1949
Smith,Adrian,G,USA,73,180,1961,1970
Smith,Bill,C,USA,84,220,1971,1972
Smith,Bill,F,USA,77,190,1961,1961
Smith,Bingo,F,USA,77,195,1969,1979
Smith,Bobby,G,USA,76,190,1959,1961
Smith,Charles,F,USA,82,244,1988,1996
Smith,Charles,G,USA,76,200,1997,2005
Smith,Charles,F,USA,73,160,1989,1995
Smith,Chris,G,USA,75,190,1992,1994
Smith,Chris,G,USA,74,200,2013,2013
Smith,Clinton,F,USA,78,210,1986,1990
Smith,Craig,F,USA,79,265,2006,2011
Smith,Deb,F,USA,75,180,1946,1946
Smith,Derek,G,USA,78,205,1982,1990
Smith,Don,G,USA,72,160,1974,1974
Smith,Donald,F,USA,74,190,1948,1948
Smith,Donta,G,USA,79,215,2004,2005
Smith,Doug,F,USA,82,220,1991,1995
Smith,Dru,G,USA,75,203,2022,2022
Smith,Ed,F,USA,78,180,1953,1953
Smith,Elmore,C,USA,85,250,1971,1978
Smith,Garfield,C,USA,81,235,1970,1971
Smith,Greg,F,USA,77,195,1968,1975
Smith,Greg,C,USA,82,250,2011,2015
Smith,Ish,G,USA,72,175,2010,2022
Smith,JR,G,USA,78,220,2004,2019
Smith,Jabari,C,USA,83,250,2000,2004
Smith,Jalen,F-C,USA,81,215,2020,2022
Smith,Jason,F-C,USA,84,240,2007,2018
Smith,Jerry,G,USA,74,190,2011,2011
Smith,Jim,F,USA,81,225,1981,1982
Smith,Joe,F-C,USA,82,225,1995,2010
Smith,Josh,F,USA,81,225,2004,2017
Smith,Keith,G,USA,75,180,1986,1986
Smith,Kenny,G,USA,75,170,1987,1996
Smith,Labradford,F,USA,75,200,1991,1993
Smith,Larry,F,USA,80,215,1980,1992
Smith,Leon,F,USA,82,235,2001,2003
Smith,Michael,F,USA,80,240,1994,2000
Smith,Michael,G,USA,82,225,1989,1994
Smith,Mike,F,USA,80,195,2000,2000
Smith,Nolan,G,USA,74,185,2011,2012
Smith,Otis,F,USA,77,210,1986,1991
Smith,Phil,G,USA,76,185,1974,1982
Smith,Randy,G,USA,75,180,1971,1982
Smith,Reggie,F,USA,82,240,1992,1993
Smith,Robert,G,USA,71,165,1977,1984
Smith,Russ,G,USA,72,165,2014,2015
Smith,Sammy,F,USA,76,200,1978,1979
Smith,Steven,G-F,USA,80,221,1991,2004
Smith,Steven,F,USA,81,250,2006,2006
Smith,Stevin,G,USA,74,208,1996,1996
Smith,Theron,F,USA,80,225,2003,2004
Smith,Tony,G,USA,76,205,1990,2000
Smith,Willie,G,USA,74,170,1976,1979
Smith,Zhaire,G,USA,75,205,2018,2019
Smith Jr.,Dennis,G,USA,74,205,2017,2022
Smith Jr.,Jabari,F,USA,83,220,2022,2022
Smits,Rik,C,USA,88,265,1988,1999
Smrek,Mike,C,USA,84,250,1985,1991
Smyth,Joe,F,USA,75,215,1953,1953
Sneed,Xavier,F,USA,77,215,2021,2022
Snell,Tony,G,USA,78,213,2013,2021
Snow,Eric,G,USA,75,205,1995,2007
Snyder,Dick,G,USA,77,207,1966,1978
Snyder,Kirk,F-G,USA,78,225,2004,2007
Sobek,George,G,USA,72,180,1949,1949
Sobers,Ricky,G,USA,75,198,1975,1985
Sobie,Ron,G,USA,75,185,1956,1959
Sochan,Jeremy,F,Poland,80,230,2022,2022
Sojourner,Mike,C,USA,81,225,1974,1976
Solomon,Will,G,USA,73,185,2001,2008
Somerset,Willie,G,USA,68,170,1965,1965
Songaila,Darius,F,Lithuania,81,248,2003,2010
Sorenson,Dave,F,USA,80,225,1970,1972
Southerland,James,F,USA,80,215,2013,2013
Sovran,Gino,F,USA,74,175,1946,1946
Sow,Pape,F,Senegal,82,250,2004,2006
Spalding,Ray,F,USA,81,225,2018,2020
Spanarkel,Jim,G,USA,77,190,1979,1983
Spanoulis,Vassilis,G,Greece,76,195,2006,2006
Sparrow,Guy,F,USA,78,218,1957,1959
Sparrow,Rory,G,USA,74,175,1980,1991
Spears,Odie,F,USA,77,205,1948,1956
Spector,Art,F,USA,76,200,1946,1949
Speights,Marreese,F-C,USA,82,255,2008,2017
Spellman,Omari,F,USA,80,245,2018,2019
Spencer,Andre,F,USA,78,210,1992,1993
Spencer,Elmore,C,USA,84,270,1992,1996
Spencer,Felton,C,USA,84,290,1990,2001
Spicer,Lou,F,USA,74,195,1946,1946
Spitzer,Craig,C,USA,84,225,1967,1967
Splitter,Tiago,C-F,Brazil,83,245,2010,2016
Spoelstra,Art,C,USA,81,220,1954,1957
Sprewell,Latrell,G,USA,77,195,1992,2004
Spriggs,Larry,F,USA,79,230,1981,1985
Springer,Jaden,G,USA,76,202,2021,2022
Springer,Jim,C,USA,81,235,1948,1948
Spruill,Jim,F,USA,74,225,1948,1948
Stack,Ryan,F,USA,83,215,1998,1999
Stackhouse,Jerry,F,USA,78,218,1995,2012
Stacom,Kevin,G,USA,75,185,1974,1981
Stallworth,Dave,F,USA,79,200,1965,1974
Stallworth,Isaac,F,USA,77,190,1972,1976
Stanczak,Ed,F,USA,73,185,1949,1950
Stanley,Cassius,G,USA,77,190,2020,2021
Stansbury,Terence,G,USA,77,170,1984,1986
Starks,John,G,USA,77,190,1988,2001
Starr,Keith,G,USA,78,190,1976,1976
Stauskas,Nik,G,Canada,78,207,2014,2021
Staverman,Larry,F,USA,79,205,1958,1963
Steele,Larry,G,USA,77,180,1971,1979
Steigenga,Matt,F,USA,79,225,1996,1996
Stepania,Vladimir,C,Georgia,85,255,1998,2003
Stephens,DJ,G-F,USA,77,188,2013,2018
Stephens,Everette,G,USA,74,175,1988,1990
Stephens,Jack,G,USA,75,185,1955,1955
Stephens,Joe,F,USA,79,210,1996,1999
Stephenson,Lance,F,USA,77,210,2010,2021
Stepheson,Alex,F,USA,82,270,2015,2015
Steppe,Brook,G,USA,77,195,1982,1988
Stevens,Barry,G,USA,77,195,1992,1992
Stevens,Lamar,F,USA,78,230,2020,2022
Stevens,Wayne,F,USA,75,185,1959,1959
Stevenson,DeShawn,F-G,USA,77,218,2000,2012
Stewart,DJ,G,USA,77,205,2021,2021
Stewart,Dennis,F,USA,78,220,1970,1970
Stewart,Isaiah,F-C,USA,80,250,2020,2022
Stewart,Kebu,F,USA,80,239,1997,1997
Stewart,Larry,F,USA,80,230,1991,1996
Stewart,Michael,C,USA,82,230,1997,2004
Stewart,Norm,F,USA,77,205,1956,1956
Stiemsma,Greg,C,USA,83,260,2009,2014
Stipanovich,Steve,C,USA,83,245,1983,1987
Stith,Bryant,G,USA,77,210,1992,2002
Stith,Sam,G,USA,74,185,1961,1961
Stith,Tom,F,USA,77,210,1962,1962
Stivrins,Alex,F,USA,80,220,1985,1992
Stockton,David,G,USA,71,165,2014,2017
Stockton,John,G,USA,73,175,1984,2002
Stojakovic,Peja,F,Serbia,82,229,1998,2010
Stokes,Ed,C,USA,84,264,1997,1997
Stokes,Greg,F,USA,82,220,1985,1989
Stokes,Jarnell,F-C,USA,81,263,2014,2016
Stokes,Maurice,F,USA,79,232,1955,1957
Stolkey,Art,G,USA,73,180,1946,1946
Stone,Diamond,C,USA,83,255,2016,2016
Stone,Julyan,G,USA,78,200,2011,2017
Storey,Awvee,F-G,USA,78,225,2004,2007
Stoudamire,Damon,G,USA,70,171,1995,2007
Stoudamire,Salim,G,USA,73,175,2005,2008
Stoudemire,Amar'e,F-C,USA,82,245,2002,2015
Stovall,Paul,F,USA,76,215,1972,1972
Strawberry,DJ,G,USA,77,201,2007,2007
Strawder,Joe,C,USA,82,235,1965,1967
Stricker,Bill,F,USA,80,210,1970,1970
Strickland,Erick,G,USA,75,218,1996,2004
Strickland,Mark,F,USA,82,220,1994,2002
Strickland,Rod,G,USA,75,185,1988,2004
Strickland,Roger,F,USA,77,200,1963,1963
Stroeder,John,F,USA,82,260,1987,1988
Strong,Derek,F,USA,81,240,1991,2000
Strothers,Lamont,G,USA,76,190,1991,1992
Stroud,John,F,USA,79,215,1980,1980
Strus,Max,G-F,USA,77,215,2019,2022
Stuckey,Rodney,G,USA,77,205,2007,2016
Stump,Gene,F,USA,74,185,1947,1949
Stutz,Stan,G,USA,70,170,1946,1948
Suggs,Jalen,G,USA,77,205,2021,2022
Suiter,Gary,C,USA,81,225,1970,1970
Sullinger,Jared,C-F,USA,81,260,2012,2016
Summers,DaJuan,F,USA,80,240,2009,2012
Sumner,Edmond,G,USA,76,196,2017,2022
Sumpter,Barry,F,USA,83,215,1988,1988
Sun,Yue,G,China,81,205,2008,2008
Sunderlage,Don,G,USA,73,180,1953,1954
Sundov,Bruno,C,Croatia,86,260,1998,2004
Sundvold,Jon,G,USA,74,170,1983,1991
Sura,Bob,G,USA,77,200,1995,2006
Surhoff,Dick,F,USA,76,210,1952,1953
Suttle,Dane,G,USA,75,190,1983,1984
Sutton,Greg,G,USA,74,185,1991,1995
Swain,Bennie,F,USA,80,220,1958,1958
Swanigan,Caleb,F,USA,81,260,2017,2019
Swanson,Norm,F,USA,78,210,1953,1953
Swartz,Dan,F,USA,76,215,1962,1962
Sweetney,Michael,F,USA,80,270,2003,2006
Swider,Cole,F,USA,81,220,2022,2022
Swift,Robert,C,USA,85,270,2004,2008
Swift,Stromile,F-C,USA,82,220,2000,2008
Swinson,Aaron,F,USA,77,230,1994,1994
Sword,Craig,G,USA,75,196,2021,2021
Sy,Pape,F-G,France,79,225,2010,2010
Sydnor,Wallace,G,USA,70,175,1946,1946
Sykes,Keifer,G,USA,71,167,2021,2021
Sykes,Larry,F,USA,81,255,1995,1995
Szabo,Brett,C,USA,83,230,1996,1996
Szczerbiak,Wally,G-F,USA,79,240,1999,2008
Tabak,Zan,C,Croatia,84,257,1994,2000
Tabuse,Yuta,G,USA,69,165,2004,2004
Taft,Chris,F,USA,82,261,2005,2005
Tannenbaum,Sid,G,USA,72,160,1947,1948
Tarlac,Dragan,C-F,Serbia,83,270,2000,2000
Tarpley,Roy,F,USA,84,230,1986,1994
Tate,Jae'Sean,F,USA,77,230,2020,2022
Tatum,Earl,G,USA,76,185,1976,1979
Tatum,Jayson,F-G,USA,80,210,2017,2022
Tavares,Edy,C,Cabo Verde,87,265,2015,2016
Taylor,Anthony,G,USA,76,175,1988,1988
Taylor,Brian,G,USA,74,185,1976,1981
Taylor,Donell,G,USA,77,193,2005,2006
Taylor,Fred,G,USA,77,180,1970,1971
Taylor,Isaiah,G,USA,75,170,2016,2017
Taylor,Jay,F,USA,75,190,1989,1989
Taylor,Jeff,G,USA,76,175,1982,1986
Taylor,Jeffery,F,Sweden,79,225,2012,2014
Taylor,Jermaine,G,USA,76,210,2009,2010
Taylor,Johnny,F,USA,81,220,1997,1999
Taylor,Leonard,F,USA,80,220,1989,1989
Taylor,Maurice,F,USA,81,265,1997,2006
Taylor,Mike,G,USA,74,165,2008,2008
Taylor,Roland,G,USA,72,175,1976,1976
Taylor,Terry,F,USA,76,230,2021,2022
Taylor,Tyshawn,G,USA,75,185,2012,2013
Taylor,Vince,G,USA,77,180,1982,1982
Teagle,Terry,G,USA,77,195,1982,1992
Teague,Jeff,G,USA,75,195,2009,2020
Teague,Marquis,G,USA,74,189,2012,2017
Teletovic,Mirza,F,Bosnia and Herzegovina,81,245,2012,2017
Telfair,Sebastian,G,USA,72,170,2004,2014
Temple,Garrett,G-F,USA,78,195,2009,2022
Teodosic,Milos,G,Serbia,77,196,2017,2018
Terrell,Ira,F,USA,80,200,1976,1978
Terrell,Jared,G,USA,75,227,2018,2018
Terry,Carlos,G,USA,76,210,1980,1982
Terry,Chuck,G,USA,78,215,1972,1976
Terry,Claude,G,USA,77,195,1976,1977
Terry,Dalen,F,USA,79,195,2022,2022
Terry,Emanuel,F,USA,81,220,2018,2021
Terry,Jason,G,USA,74,185,1999,2017
Terry,Tyrell,G,USA,74,160,2020,2021
Teske,Jon,C,USA,85,265,2021,2021
