pop,gene,pos,generation,freq
m2,araB,71161,21000,0.794
m2,araB,71161,22000,0.923
m2,araB,71161,22500,0.855
m2,araB,71161,23000,0.869
m2,araB,71161,23500,0.939
m2,araB,71161,24000,0.935
m2,araB,71161,24500,0.848
m2,araB,71161,25000,0.824
m2,araB,71161,25500,0.838
m2,araB,71161,26000,0.443
m2,araB,71161,26500,0.797
m2,araB,71161,27000,0.756
m2,araB,71161,27500,0.862
m2,araB,71161,28000,0.852
m2,araB,71161,28500,0.964
m2,araB,71161,29000,0.875
m2,araB,71161,29500,0.864
m2,araB,71161,30000,0.774
m2,araB,71161,30500,0.885
m2,araB,71161,31000,0.868
m2,araB,71161,31500,0.825
m2,araB,71161,32000,1.0
m2,araB,71161,32500,0.877
m2,araB,71161,33000,0.918
m2,araB,71161,33500,0.914
m2,araB,71161,34000,0.915
m2,araB,71161,34500,1.0
m2,araB,71161,35000,0.964
m2,araB,71161,35500,0.985
m2,araB,71161,36000,1.0
m2,araB,71161,36500,0.964
m2,araB,71161,37000,0.964
m2,araB,71161,37500,0.961
m2,araB,71161,38000,1.0
m2,araB,71161,38500,0.924
m2,araB,71161,39000,0.918
m2,araB,71161,39500,0.928
m2,araB,71161,40000,0.903
m2,araB,71161,40500,0.851
m2,araB,71161,41000,0.936
m2,araB,71161,41500,0.897
m2,araB,71161,42000,0.824
m2,araB,71161,42500,1.0
m2,araB,71161,43000,0.937
m2,araB,71161,43500,0.919
m2,araB,71161,44000,0.951
m2,araB,71161,44500,1.0
m2,araB,71161,45000,0.923
m2,araB,71161,45500,1.0
m2,araB,71161,46000,0.893
m2,araB,71161,46500,0.98
m2,araB,71161,47000,0.957
m2,araB,71161,47500,0.92
m2,araB,71161,48000,0.978
m2,araB,71161,48500,0.917
m2,araB,71161,49000,0.976
m2,araB,71161,49500,0.977
m2,araB,71161,50000,0.973
m2,araB,71161,50500,0.968
m2,araB,71161,51000,0.8
m2,araB,71161,51500,0.929
m2,araB,71161,52000,0.967
m2,araB,71161,52500,0.974
m2,araB,71161,53000,0.929
m2,araB,71161,53500,0.92
m2,araB,71161,54000,1.0
m2,araB,71161,54500,1.0
m2,araB,71161,55000,0.972
m2,araB,71161,55500,0.986
m2,araB,71161,56000,0.98
m2,araB,71161,56500,1.0
m2,araB,71161,57000,1.0
m2,araB,71161,57500,0.979
m2,araB,71161,58500,0.938
m2,araB,71161,59000,0.976
m2,araB,71161,59500,0.965
m2,araB,71161,60000,1.0
m2,leuC,83144,0,0.0
m2,leuC,83144,500,0.0
m2,leuC,83144,1000,0.0
m2,leuC,83144,1500,0.0
m2,leuC,83144,2000,0.0
m2,leuC,83144,2500,0.0
m2,leuC,83144,3000,0.0
m2,leuC,83144,3500,0.0
m2,leuC,83144,4000,0.0
m2,leuC,83144,4500,0.0
m2,leuC,83144,5000,0.0
m2,leuC,83144,5500,0.0
m2,leuC,83144,6000,0.0
m2,leuC,83144,6500,0.01
m2,leuC,83144,7000,0.0
m2,leuC,83144,7500,0.0
m2,leuC,83144,8000,0.0
m2,leuC,83144,8500,0.0
m2,leuC,83144,9000,0.0
m2,leuC,83144,9500,0.027
m2,leuC,83144,10000,0.0
m2,leuC,83144,10500,0.0
m2,leuC,83144,11000,0.0
m2,leuC,83144,11500,0.014
m2,leuC,83144,12000,0.0
m2,leuC,83144,12500,0.0
m2,leuC,83144,13000,0.0
m2,leuC,83144,13500,0.0
m2,leuC,83144,14000,0.0
m2,leuC,83144,14500,0.0
m2,leuC,83144,15000,0.0
m2,leuC,83144,15500,0.0
m2,leuC,83144,16000,0.0
m2,leuC,83144,16500,0.0
m2,leuC,83144,17000,0.0
m2,leuC,83144,17500,0.0
m2,leuC,83144,18000,0.0
m2,leuC,83144,18500,0.0
m2,leuC,83144,19000,0.0
m2,leuC,83144,19500,0.0
m2,leuC,83144,20000,0.0
m2,leuC,83144,20500,0.0
m2,leuC,83144,21000,0.0
m2,leuC,83144,22000,0.0
m2,leuC,83144,22500,0.0
m2,leuC,83144,23000,0.0
m2,leuC,83144,23500,0.108
m2,leuC,83144,24000,0.185
m2,leuC,83144,24500,0.167
m2,leuC,83144,25000,0.311
m2,leuC,83144,25500,0.605
m2,leuC,83144,26000,0.569
m2,leuC,83144,26500,0.818
m2,leuC,83144,27000,0.851
m2,leuC,83144,27500,0.371
m2,leuC,83144,28000,0.909
m2,leuC,83144,28500,0.888
m2,leuC,83144,29000,0.962
m2,leuC,83144,29500,0.868
m2,leuC,83144,30000,0.712
m2,leuC,83144,30500,0.811
m2,leuC,83144,31000,0.93
m2,leuC,83144,31500,0.867
m2,leuC,83144,32500,0.905
m2,leuC,83144,33000,0.872
m2,leuC,83144,33500,0.836
m2,leuC,83144,34000,0.929
m2,leuC,83144,34500,1.0
m2,leuC,83144,35000,0.988
m2,leuC,83144,35500,0.93
m2,leuC,83144,36000,0.955
m2,leuC,83144,36500,0.981
m2,leuC,83144,37000,1.0
m2,leuC,83144,37500,0.974
m2,leuC,83144,38000,1.0
m2,leuC,83144,38500,0.925
m2,leuC,83144,39000,0.93
m2,leuC,83144,39500,0.951
m2,leuC,83144,40000,0.958
m2,leuC,83144,40500,0.873
m2,leuC,83144,41000,1.0
m2,leuC,83144,41500,1.0
m2,leuC,83144,42000,0.967
m2,leuC,83144,42500,0.909
m2,leuC,83144,43000,0.938
m2,leuC,83144,43500,0.957
m2,leuC,83144,44000,0.962
m2,leuC,83144,44500,1.0
m2,leuC,83144,45000,1.0
m2,leuC,83144,45500,1.0
m2,leuC,83144,46000,0.964
m2,leuC,83144,46500,0.953
m2,leuC,83144,47000,1.0
m2,leuC,83144,47500,0.875
m2,leuC,83144,48000,0.964
m2,leuC,83144,48500,1.0
m2,leuC,83144,49000,0.989
m2,leuC,83144,49500,0.979
m2,leuC,83144,50000,0.959
m2,leuC,83144,50500,0.882
m2,leuC,83144,51000,0.778
m2,leuC,83144,51500,0.941
m2,leuC,83144,52000,1.0
m2,leuC,83144,52500,1.0
m2,leuC,83144,53000,0.962
m2,leuC,83144,53500,1.0
m2,leuC,83144,54000,1.0
m2,leuC,83144,54500,0.958
m2,leuC,83144,55000,0.992
m2,leuC,83144,55500,0.979
m2,leuC,83144,56000,0.967
m2,leuC,83144,56500,1.0
m2,leuC,83144,57000,1.0
m2,leuC,83144,57500,1.0
m2,leuC,83144,58500,1.0
m2,leuC,83144,59000,0.973
m2,leuC,83144,59500,1.0
m2,leuC,83144,60000,1.0
m2,leuC,83320,0,0.0
m2,leuC,83320,500,0.0
m2,leuC,83320,1000,0.0
m2,leuC,83320,1500,0.0
m2,leuC,83320,2000,0.0
m2,leuC,83320,2500,0.0
m2,leuC,83320,3000,0.0
m2,leuC,83320,3500,0.0
m2,leuC,83320,4000,0.0
m2,leuC,83320,4500,0.0
m2,leuC,83320,5000,0.0
m2,leuC,83320,5500,0.0
m2,leuC,83320,6000,0.0
m2,leuC,83320,6500,0.0
m2,leuC,83320,7000,0.0
m2,leuC,83320,7500,0.0
m2,leuC,83320,8000,0.0
m2,leuC,83320,8500,0.0
m2,leuC,83320,9000,0.007
m2,leuC,83320,9500,0.006
m2,leuC,83320,10000,0.0
m2,leuC,83320,10500,0.0
m2,leuC,83320,11000,0.0
m2,leuC,83320,11500,0.0
m2,leuC,83320,12000,0.0
m2,leuC,83320,12500,0.0
m2,leuC,83320,13000,0.0
m2,leuC,83320,13500,0.0
m2,leuC,83320,14000,0.0
m2,leuC,83320,14500,0.0
m2,leuC,83320,15000,0.012
m2,leuC,83320,15500,0.052
m2,leuC,83320,16000,0.012
m2,leuC,83320,16500,0.0
m2,leuC,83320,17000,0.0
m2,leuC,83320,17500,0.0
m2,leuC,83320,18000,0.0
m2,leuC,83320,18500,0.0
m2,leuC,83320,19000,0.0
m2,leuC,83320,19500,0.009
m2,leuC,83320,20000,0.0
m2,leuC,83320,20500,0.0
m2,leuC,83320,21000,0.0
m2,leuC,83320,22000,0.0
m2,leuC,83320,22500,0.0
m2,leuC,83320,23000,0.0
m2,leuC,83320,23500,0.0
m2,leuC,83320,24000,0.012
m2,leuC,83320,24500,0.0
m2,leuC,83320,25000,0.0
m2,leuC,83320,25500,0.0
m2,leuC,83320,26000,0.0
m2,leuC,83320,26500,0.023
m2,leuC,83320,27000,0.03
m2,leuC,83320,27500,0.043
m2,leuC,83320,28000,0.075
m2,leuC,83320,28500,0.023
m2,leuC,83320,29000,0.015
m2,leuC,83320,29500,0.071
m2,leuC,83320,30000,0.042
m2,leuC,83320,30500,0.021
m2,leuC,83320,31000,0.0
m2,leuC,83320,31500,0.012
m2,leuC,83320,32000,0.0
m2,leuC,83320,32500,0.0
m2,leuC,83320,33000,0.008
m2,leuC,83320,33500,0.0
m2,leuC,83320,34000,0.0
m2,leuC,83320,34500,0.0
m2,leuC,83320,35000,0.0
m2,leuC,83320,35500,0.0
m2,leuC,83320,36000,0.0
m2,leuC,83320,36500,0.0
m2,leuC,83320,37000,0.0
m2,leuC,83320,37500,0.0
m2,leuC,83320,38000,0.0
m2,leuC,83320,38500,0.0
m2,leuC,83320,39000,0.03
m2,leuC,83320,39500,0.156
m2,leuC,83320,40000,0.471
m2,leuC,83320,40500,0.576
m2,leuC,83320,41000,0.833
m2,leuC,83320,41500,0.905
m2,leuC,83320,42000,0.822
m2,leuC,83320,42500,1.0
m2,leuC,83320,43000,0.954
m2,leuC,83320,43500,0.917
m2,leuC,83320,44000,0.966
m2,leuC,83320,44500,0.8
m2,leuC,83320,45000,1.0
m2,leuC,83320,45500,0.912
m2,leuC,83320,46000,1.0
m2,leuC,83320,46500,0.981
m2,leuC,83320,47000,1.0
m2,leuC,83320,47500,1.0
m2,leuC,83320,48000,0.958
m2,leuC,83320,48500,1.0
m2,leuC,83320,49000,0.969
m2,leuC,83320,49500,0.976
m2,leuC,83320,50000,0.917
m2,leuC,83320,50500,0.957
m2,leuC,83320,51000,0.957
m2,leuC,83320,51500,0.963
m2,leuC,83320,52000,0.975
m2,leuC,83320,52500,1.0
m2,leuC,83320,53000,1.0
m2,leuC,83320,53500,1.0
m2,leuC,83320,54000,1.0
m2,leuC,83320,54500,1.0
m2,leuC,83320,55000,0.968
m2,leuC,83320,55500,0.978
m2,leuC,83320,56000,0.972
m2,leuC,83320,56500,0.964
m2,leuC,83320,57000,1.0
m2,leuC,83320,57500,0.944
m2,leuC,83320,58500,0.973
m2,leuC,83320,59000,0.982
m2,leuC,83320,59500,0.946
m2,leuC,83320,60000,1.0
m2,yabB,92773,0,0.0
m2,yabB,92773,500,0.0
m2,yabB,92773,1000,0.0
m2,yabB,92773,1500,0.0
m2,yabB,92773,2000,0.0
m2,yabB,92773,2500,0.0
m2,yabB,92773,3000,0.0
m2,yabB,92773,3500,0.0
m2,yabB,92773,4000,0.058
m2,yabB,92773,4500,0.256
m2,yabB,92773,5000,0.442
m2,yabB,92773,5500,0.846
m2,yabB,92773,6000,0.866
m2,yabB,92773,6500,0.962
m2,yabB,92773,7000,1.0
m2,yabB,92773,7500,0.955
m2,yabB,92773,8000,0.948
m2,yabB,92773,8500,0.993
m2,yabB,92773,9000,0.969
m2,yabB,92773,9500,0.97
m2,yabB,92773,10000,0.961
m2,yabB,92773,10500,0.88
m2,yabB,92773,11000,0.846
m2,yabB,92773,11500,0.96
m2,yabB,92773,12000,0.935
m2,yabB,92773,12500,0.912
m2,yabB,92773,13000,0.854
m2,yabB,92773,13500,0.301
m2,yabB,92773,14000,0.789
m2,yabB,92773,14500,0.548
m2,yabB,92773,15000,0.27
m2,yabB,92773,15500,0.969
m2,yabB,92773,16000,0.612
m2,yabB,92773,16500,0.541
m2,yabB,92773,17000,0.784
m2,yabB,92773,17500,0.884
m2,yabB,92773,18000,0.688
m2,yabB,92773,18500,0.897
m2,yabB,92773,19000,0.205
m2,yabB,92773,19500,0.611
m2,yabB,92773,20000,0.81
m2,yabB,92773,20500,0.76
m2,yabB,92773,21000,0.814
m2,yabB,92773,22000,0.904
m2,yabB,92773,22500,0.904
m2,yabB,92773,23000,0.902
m2,yabB,92773,23500,0.923
m2,yabB,92773,24000,0.89
m2,yabB,92773,24500,0.859
m2,yabB,92773,25000,0.891
m2,yabB,92773,25500,0.901
m2,yabB,92773,26000,0.447
m2,yabB,92773,26500,0.787
m2,yabB,92773,27000,0.73
m2,yabB,92773,27500,0.908
m2,yabB,92773,28000,0.816
m2,yabB,92773,28500,0.878
m2,yabB,92773,29000,0.991
m2,yabB,92773,29500,0.739
m2,yabB,92773,30000,0.804
m2,yabB,92773,30500,0.848
m2,yabB,92773,31000,0.862
m2,yabB,92773,31500,0.83
m2,yabB,92773,32000,1.0
m2,yabB,92773,32500,0.822
m2,yabB,92773,33000,0.933
m2,yabB,92773,33500,0.958
m2,yabB,92773,34000,0.957
m2,yabB,92773,34500,1.0
m2,yabB,92773,35000,0.953
m2,yabB,92773,35500,0.909
m2,yabB,92773,36000,0.973
m2,yabB,92773,36500,0.94
m2,yabB,92773,37000,1.0
m2,yabB,92773,37500,1.0
m2,yabB,92773,38000,1.0
m2,yabB,92773,38500,0.864
m2,yabB,92773,39000,0.853
m2,yabB,92773,39500,0.842
m2,yabB,92773,40000,0.92
m2,yabB,92773,40500,0.843
m2,yabB,92773,41000,0.941
m2,yabB,92773,41500,1.0
m2,yabB,92773,42000,0.875
m2,yabB,92773,42500,0.75
m2,yabB,92773,43000,0.901
m2,yabB,92773,43500,0.945
m2,yabB,92773,44000,0.966
m2,yabB,92773,44500,0.852
m2,yabB,92773,45000,1.0
m2,yabB,92773,45500,0.966
m2,yabB,92773,46000,0.973
m2,yabB,92773,46500,0.984
m2,yabB,92773,47000,0.981
m2,yabB,92773,47500,0.917
m2,yabB,92773,48000,1.0
m2,yabB,92773,48500,1.0
m2,yabB,92773,49000,0.977
m2,yabB,92773,49500,0.972
m2,yabB,92773,50000,0.973
m2,yabB,92773,50500,0.966
m2,yabB,92773,51000,0.857
m2,yabB,92773,51500,0.972
m2,yabB,92773,52000,0.893
m2,yabB,92773,52500,0.929
m2,yabB,92773,53000,0.841
m2,yabB,92773,53500,1.0
m2,yabB,92773,54000,0.962
m2,yabB,92773,54500,1.0
m2,yabB,92773,55000,0.944
m2,yabB,92773,55500,0.979
m2,yabB,92773,56000,0.961
m2,yabB,92773,56500,0.889
m2,yabB,92773,57000,1.0
m2,yabB,92773,57500,0.978
m2,yabB,92773,58500,0.938
m2,yabB,92773,59000,0.975
m2,yabB,92773,59500,0.931
m2,yabB,92773,60000,0.98
m2,ftsI,94365,0,0.0
m2,ftsI,94365,500,0.0
m2,ftsI,94365,1000,0.0
m2,ftsI,94365,1500,0.0
m2,ftsI,94365,2000,0.0
m2,ftsI,94365,2500,0.429
m2,ftsI,94365,3000,0.468
m2,ftsI,94365,3500,1.0
m2,ftsI,94365,4000,0.956
m2,ftsI,94365,4500,1.0
m2,ftsI,94365,5000,1.0
m2,ftsI,94365,5500,0.981
m2,ftsI,94365,6000,1.0
m2,ftsI,94365,6500,1.0
m2,ftsI,94365,7000,1.0
m2,ftsI,94365,7500,1.0
m2,ftsI,94365,8000,1.0
m2,ftsI,94365,8500,1.0
m2,ftsI,94365,9000,0.991
m2,ftsI,94365,9500,0.992
m2,ftsI,94365,10000,1.0
m2,ftsI,94365,10500,1.0
m2,ftsI,94365,11000,1.0
m2,ftsI,94365,11500,1.0
m2,ftsI,94365,12000,1.0
m2,ftsI,94365,12500,1.0
m2,ftsI,94365,13000,0.984
m2,ftsI,94365,13500,1.0
m2,ftsI,94365,14000,1.0
m2,ftsI,94365,14500,1.0
m2,ftsI,94365,15000,1.0
m2,ftsI,94365,15500,1.0
m2,ftsI,94365,16000,1.0
m2,ftsI,94365,16500,1.0
m2,ftsI,94365,17000,1.0
m2,ftsI,94365,17500,1.0
m2,ftsI,94365,18000,0.989
m2,ftsI,94365,18500,1.0
m2,ftsI,94365,19000,1.0
m2,ftsI,94365,19500,1.0
m2,ftsI,94365,20000,1.0
m2,ftsI,94365,20500,0.986
m2,ftsI,94365,21000,1.0
m2,ftsI,94365,22000,1.0
m2,ftsI,94365,22500,1.0
m2,ftsI,94365,23000,1.0
m2,ftsI,94365,23500,1.0
m2,ftsI,94365,24000,1.0
m2,ftsI,94365,24500,1.0
m2,ftsI,94365,25000,1.0
m2,ftsI,94365,25500,0.984
m2,ftsI,94365,26000,1.0
m2,ftsI,94365,26500,1.0
m2,ftsI,94365,27000,1.0
m2,ftsI,94365,27500,1.0
m2,ftsI,94365,28000,1.0
m2,ftsI,94365,28500,1.0
m2,ftsI,94365,29000,1.0
m2,ftsI,94365,29500,1.0
m2,ftsI,94365,30000,1.0
m2,ftsI,94365,30500,1.0
m2,ftsI,94365,31000,1.0
m2,ftsI,94365,31500,1.0
m2,ftsI,94365,32500,0.989
m2,ftsI,94365,33000,1.0
m2,ftsI,94365,33500,1.0
m2,ftsI,94365,34000,1.0
m2,ftsI,94365,34500,1.0
m2,ftsI,94365,35000,1.0
m2,ftsI,94365,35500,1.0
m2,ftsI,94365,36000,1.0
m2,ftsI,94365,36500,1.0
m2,ftsI,94365,37000,1.0
m2,ftsI,94365,37500,1.0
m2,ftsI,94365,38500,1.0
m2,ftsI,94365,39000,1.0
m2,ftsI,94365,39500,0.989
m2,ftsI,94365,40000,1.0
m2,ftsI,94365,40500,1.0
m2,ftsI,94365,41000,1.0
m2,ftsI,94365,41500,1.0
m2,ftsI,94365,42000,1.0
m2,ftsI,94365,42500,1.0
m2,ftsI,94365,43000,1.0
m2,ftsI,94365,43500,1.0
m2,ftsI,94365,44000,1.0
m2,ftsI,94365,44500,1.0
m2,ftsI,94365,45000,1.0
m2,ftsI,94365,45500,1.0
m2,ftsI,94365,46000,1.0
m2,ftsI,94365,46500,1.0
m2,ftsI,94365,47000,1.0
m2,ftsI,94365,47500,1.0
m2,ftsI,94365,48000,1.0
m2,ftsI,94365,48500,1.0
m2,ftsI,94365,49000,1.0
m2,ftsI,94365,49500,1.0
m2,ftsI,94365,50000,1.0
m2,ftsI,94365,50500,1.0
m2,ftsI,94365,51000,1.0
m2,ftsI,94365,51500,1.0
m2,ftsI,94365,52000,1.0
m2,ftsI,94365,52500,1.0
m2,ftsI,94365,53000,1.0
m2,ftsI,94365,53500,1.0
m2,ftsI,94365,54000,1.0
m2,ftsI,94365,54500,1.0
m2,ftsI,94365,55000,1.0
m2,ftsI,94365,55500,1.0
m2,ftsI,94365,56000,0.991
m2,ftsI,94365,56500,0.95
m2,ftsI,94365,57000,1.0
m2,ftsI,94365,57500,1.0
m2,ftsI,94365,58500,1.0
m2,ftsI,94365,59000,1.0
m2,ftsI,94365,59500,1.0
m2,ftsI,94365,60000,1.0
m2,murF,97899,0,0.0
m2,murF,97899,500,0.0
m2,murF,97899,1000,0.0
m2,murF,97899,1500,0.0
m2,murF,97899,2000,0.015
m2,murF,97899,2500,0.0
m2,murF,97899,3000,0.0
m2,murF,97899,3500,0.0
m2,murF,97899,4000,0.0
m2,murF,97899,4500,0.013
m2,murF,97899,5000,0.0
m2,murF,97899,5500,0.0
m2,murF,97899,6000,0.0
m2,murF,97899,6500,0.0
m2,murF,97899,7000,0.0
m2,murF,97899,7500,0.0
m2,murF,97899,8000,0.0
m2,murF,97899,8500,0.0
m2,murF,97899,9000,0.009
m2,murF,97899,9500,0.0
m2,murF,97899,10000,0.0
m2,murF,97899,10500,0.0
m2,murF,97899,11000,0.0
m2,murF,97899,11500,0.0
m2,murF,97899,12000,0.0
m2,murF,97899,12500,0.01
m2,murF,97899,13000,0.0
m2,murF,97899,13500,0.018
m2,murF,97899,14000,0.0
m2,murF,97899,14500,0.0
m2,murF,97899,15000,0.0
m2,murF,97899,15500,0.01
m2,murF,97899,16000,0.0
m2,murF,97899,16500,0.0
m2,murF,97899,17000,0.0
m2,murF,97899,17500,0.0
m2,murF,97899,18000,0.0
m2,murF,97899,18500,0.0
m2,murF,97899,19000,0.0
m2,murF,97899,19500,0.054
m2,murF,97899,20000,0.145
m2,murF,97899,20500,0.223
m2,murF,97899,21000,0.708
m2,murF,97899,22000,0.909
m2,murF,97899,22500,0.901
m2,murF,97899,23000,0.883
m2,murF,97899,23500,0.955
m2,murF,97899,24000,0.866
m2,murF,97899,24500,0.875
m2,murF,97899,25000,0.869
m2,murF,97899,25500,0.896
m2,murF,97899,26000,0.495
m2,murF,97899,26500,0.748
m2,murF,97899,27000,0.766
m2,murF,97899,27500,0.938
m2,murF,97899,28000,0.903
m2,murF,97899,28500,0.892
m2,murF,97899,29000,0.967
m2,murF,97899,29500,0.924
m2,murF,97899,30000,0.819
m2,murF,97899,30500,0.827
m2,murF,97899,31000,0.869
m2,murF,97899,31500,0.963
m2,murF,97899,32500,0.938
m2,murF,97899,33000,0.957
m2,murF,97899,33500,0.859
m2,murF,97899,34000,0.925
m2,murF,97899,34500,1.0
m2,murF,97899,35000,0.962
m2,murF,97899,35500,0.956
m2,murF,97899,36000,0.979
m2,murF,97899,36500,1.0
m2,murF,97899,37000,1.0
m2,murF,97899,37500,0.985
m2,murF,97899,38500,0.956
m2,murF,97899,39000,0.86
m2,murF,97899,39500,0.961
m2,murF,97899,40000,0.922
m2,murF,97899,40500,0.797
m2,murF,97899,41000,0.862
m2,murF,97899,41500,0.833
m2,murF,97899,42000,0.833
m2,murF,97899,42500,0.867
m2,murF,97899,43000,0.906
m2,murF,97899,43500,0.894
m2,murF,97899,44000,0.941
m2,murF,97899,44500,0.973
m2,murF,97899,45000,1.0
m2,murF,97899,45500,1.0
m2,murF,97899,46000,1.0
m2,murF,97899,46500,0.966
m2,murF,97899,47000,0.955
m2,murF,97899,47500,1.0
m2,murF,97899,48000,0.962
m2,murF,97899,48500,1.0
m2,murF,97899,49000,1.0
m2,murF,97899,49500,0.973
m2,murF,97899,50000,0.963
m2,murF,97899,50500,1.0
m2,murF,97899,51000,1.0
m2,murF,97899,51500,1.0
m2,murF,97899,52000,0.889
m2,murF,97899,52500,0.868
m2,murF,97899,53000,1.0
m2,murF,97899,53500,0.923
m2,murF,97899,54000,1.0
m2,murF,97899,54500,0.923
m2,murF,97899,55000,0.94
m2,murF,97899,55500,0.96
m2,murF,97899,56000,0.977
m2,murF,97899,56500,1.0
m2,murF,97899,57000,1.0
m2,murF,97899,57500,1.0
m2,murF,97899,58500,1.0
m2,murF,97899,59000,0.947
m2,murF,97899,59500,1.0
m2,murF,97899,60000,0.975
m2,murD,100745,0,0.0
m2,murD,100745,500,0.0
m2,murD,100745,1000,0.0
m2,murD,100745,1500,0.0
m2,murD,100745,2000,0.0
m2,murD,100745,2500,0.0
m2,murD,100745,3000,0.106
m2,murD,100745,3500,0.525
m2,murD,100745,4000,0.706
m2,murD,100745,4500,0.75
m2,murD,100745,5000,0.898
m2,murD,100745,5500,1.0
m2,murD,100745,6000,0.953
m2,murD,100745,6500,0.99
m2,murD,100745,7000,0.992
m2,murD,100745,7500,1.0
m2,murD,100745,8000,1.0
m2,murD,100745,8500,1.0
m2,murD,100745,9000,1.0
m2,murD,100745,9500,1.0
m2,murD,100745,10000,1.0
m2,murD,100745,10500,1.0
m2,murD,100745,11000,1.0
m2,murD,100745,11500,1.0
m2,murD,100745,12000,1.0
m2,murD,100745,12500,1.0
m2,murD,100745,13000,0.981
m2,murD,100745,13500,1.0
m2,murD,100745,14000,1.0
m2,murD,100745,14500,1.0
m2,murD,100745,15000,0.99
m2,murD,100745,15500,1.0
m2,murD,100745,16000,1.0
m2,murD,100745,16500,1.0
m2,murD,100745,17000,0.989
m2,murD,100745,17500,1.0
m2,murD,100745,18000,0.988
m2,murD,100745,18500,0.989
m2,murD,100745,19000,0.991
m2,murD,100745,19500,0.989
m2,murD,100745,20000,0.976
m2,murD,100745,20500,0.993
m2,murD,100745,21000,1.0
m2,murD,100745,22000,1.0
m2,murD,100745,22500,1.0
m2,murD,100745,23000,1.0
m2,murD,100745,23500,1.0
m2,murD,100745,24000,1.0
m2,murD,100745,24500,1.0
m2,murD,100745,25000,1.0
m2,murD,100745,25500,1.0
m2,murD,100745,26000,1.0
m2,murD,100745,26500,1.0
m2,murD,100745,27000,1.0
m2,murD,100745,27500,1.0
m2,murD,100745,28000,1.0
m2,murD,100745,28500,1.0
m2,murD,100745,29000,1.0
m2,murD,100745,29500,1.0
m2,murD,100745,30000,1.0
m2,murD,100745,30500,1.0
m2,murD,100745,31000,1.0
m2,murD,100745,31500,1.0
m2,murD,100745,32000,1.0
m2,murD,100745,32500,1.0
m2,murD,100745,33000,1.0
m2,murD,100745,33500,1.0
m2,murD,100745,34000,1.0
m2,murD,100745,34500,1.0
m2,murD,100745,35000,1.0
m2,murD,100745,35500,1.0
m2,murD,100745,36000,1.0
m2,murD,100745,36500,1.0
m2,murD,100745,37000,1.0
m2,murD,100745,37500,1.0
m2,murD,100745,38500,1.0
m2,murD,100745,39000,1.0
m2,murD,100745,39500,1.0
m2,murD,100745,40000,0.991
m2,murD,100745,40500,1.0
m2,murD,100745,41000,1.0
m2,murD,100745,41500,1.0
m2,murD,100745,42000,1.0
m2,murD,100745,42500,1.0
m2,murD,100745,43000,1.0
m2,murD,100745,43500,1.0
m2,murD,100745,44000,0.993
m2,murD,100745,44500,1.0
m2,murD,100745,45000,1.0
m2,murD,100745,45500,1.0
m2,murD,100745,46000,1.0
m2,murD,100745,46500,1.0
m2,murD,100745,47000,1.0
m2,murD,100745,47500,1.0
m2,murD,100745,48000,1.0
m2,murD,100745,48500,1.0
m2,murD,100745,49000,1.0
m2,murD,100745,49500,1.0
m2,murD,100745,50000,1.0
m2,murD,100745,50500,1.0
m2,murD,100745,51000,1.0
m2,murD,100745,51500,1.0
m2,murD,100745,52000,0.96
m2,murD,100745,52500,1.0
m2,murD,100745,53000,1.0
m2,murD,100745,53500,1.0
m2,murD,100745,54000,1.0
m2,murD,100745,54500,1.0
m2,murD,100745,55000,1.0
m2,murD,100745,55500,1.0
m2,murD,100745,56000,1.0
m2,murD,100745,56500,1.0
m2,murD,100745,57000,1.0
m2,murD,100745,57500,1.0
m2,murD,100745,58500,1.0
m2,murD,100745,59000,1.0
m2,murD,100745,59500,1.0
m2,murD,100745,60000,1.0
m2,ftsZ,108091,0,0.0
m2,ftsZ,108091,500,0.0
m2,ftsZ,108091,1000,0.0
m2,ftsZ,108091,1500,0.0
m2,ftsZ,108091,2000,0.0
m2,ftsZ,108091,2500,0.0
m2,ftsZ,108091,3000,0.0
m2,ftsZ,108091,3500,0.0
m2,ftsZ,108091,4000,0.0
m2,ftsZ,108091,4500,0.0
m2,ftsZ,108091,5000,0.0
m2,ftsZ,108091,5500,0.0
m2,ftsZ,108091,6000,0.015
m2,ftsZ,108091,6500,0.0
m2,ftsZ,108091,7000,0.0
m2,ftsZ,108091,7500,0.0
m2,ftsZ,108091,8000,0.0
m2,ftsZ,108091,8500,0.0
m2,ftsZ,108091,9000,0.0
m2,ftsZ,108091,9500,0.0
m2,ftsZ,108091,10000,0.0
m2,ftsZ,108091,10500,0.0
m2,ftsZ,108091,11000,0.0
m2,ftsZ,108091,11500,0.0
m2,ftsZ,108091,12000,0.0
m2,ftsZ,108091,12500,0.0
m2,ftsZ,108091,13000,0.0
m2,ftsZ,108091,13500,0.0
m2,ftsZ,108091,14000,0.0
m2,ftsZ,108091,14500,0.0
m2,ftsZ,108091,15000,0.0
m2,ftsZ,108091,15500,0.0
m2,ftsZ,108091,16000,0.0
m2,ftsZ,108091,16500,0.0
m2,ftsZ,108091,17000,0.0
m2,ftsZ,108091,17500,0.0
m2,ftsZ,108091,18000,0.0
m2,ftsZ,108091,18500,0.013
m2,ftsZ,108091,19000,0.0
m2,ftsZ,108091,19500,0.0
m2,ftsZ,108091,20000,0.0
m2,ftsZ,108091,20500,0.024
m2,ftsZ,108091,21000,0.0
m2,ftsZ,108091,22000,0.0
